objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"W Cieniu Tronu","175763","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","42717546","5.60873","6.21336","1.9167","8401","901","thing","Behind the Throne","2","4","30","30","20","2016","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames; IGAMES","Polish","2016","Polish edition"
"W Roku Smoka","214000","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","56008503","6.50807","7.54595","2.9167","0","4807","thing","In the Year of the Dragon: 10th Anniversary","2","5","100","100","75","2017","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","alea; Rebel Sp. z o.o.","Polish","2017","Polish edition"
"Watergate","274364","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","83626033","7.40547","7.75255","2.2677","168","22660","thing","Watergate","2","2","60","60","30","2020","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Frosted Games; Lucky Duck Games","Polish","2020","Polish edition"
"Welcome to... Nowe Las Vegas","281075","0","0","0","1","0","0","0","0","0","0","0","3","","48","","","","87495504","6.08345","6.7149","2.8113","2587","4154","thing","Welcome to New Las Vegas","1","50","35","35","35","2020","1,2,3,4,5,6,7,8","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Blue Cocker Games; Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Wiedźmin: Stary Świat","331106","0","0","0","1","0","0","0","0","0","0","0","3","","385","","","","111166688","7.13378","7.94331","2.864","342","14431","thing","The Witcher: Old World","1","5","150","150","90","2023","1,2,3","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","CD Projekt RED; Go On Board; Rebel Sp. z o.o.","Polish","2023","Polish deluxe edition"
"Wiek Pary","143176","0","0","0","1","0","0","0","0","0","0","0","3","","40","","","","66345629","5.95609","6.78411","3.1587","3263","2556","thing","Steam Works","2","5","120","120","90","2016","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Baldar; Tasty Minstrel Games","Polish","2016","Polish edition"
"Wiertła, Skały, Minerały","162286","8","0","0","1","0","0","0","0","0","0","0","3","","40","","","","49907434","6.68685","7.33707","2.2727","895","5357","thing","Super Motherload","2","4","75","75","60","2016","2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Wirus!","180020","7","0","0","1","0","0","0","0","0","0","0","3","","22","","","","111552218","6.29415","6.72701","1.0601","1765","15284","thing","Virus!","2","6","20","20","20","2020","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Muduko","Polish","2020","Polish second edition"
"Wirus! 2 Ewolucja","266667","0","0","0","1","0","0","0","0","0","0","0","3","","17","","","","111552200","6.04354","6.97358","1.36","0","6268","thing","Virus! 2 Evolution","2","6","20","20","20","2020","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Muduko","Polish","2020","Polish edition"
"Wirus! Halloween","323242","0","0","0","1","0","0","0","0","0","0","0","3","","10","","","","111552232","5.83139","7.30295","1.3","0","3031","thing","Virus! Halloween","2","6","20","20","20","2021","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Muduko","Polish","2021","Polish edition"
"Władca Pierścieni: Podróże przez Śródziemie","269385","0","0","0","1","0","0","0","0","0","0","0","3","","281","","","","110203609","7.4934","7.90184","2.6818","132","30920","thing","The Lord of the Rings: Journeys in Middle-Earth","1","5","120","120","60","2019","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"Włościanie","241724","0","0","0","1","0","0","0","0","0","0","0","3","","59","","","","76957268","6.7248","7.13136","2.2197","836","15265","thing","Villagers","1","5","60","60","30","2020","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","IUVI Games","Polish","2020","Polish edition"
"Wojownicy Podziemi","102548","0","0","0","1","0","0","0","0","0","0","0","3","","78","","","","77806565","6.44425","6.79501","1.7552","1370","9789","thing","Dungeon Fighter","1","6","60","60","45","2015","2,3,4,5,6","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2015","Polish edition"
"Wsiąść do Pociągu: Europa","14996","7","0","0","1","0","0","0","0","0","0","0","3","","90","","","","42717481","7.40165","7.52721","1.9184","171","125769","thing","Ticket to Ride: Europe","2","5","60","60","30","2007","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder; Rebel Sp. z o.o.","Polish","2007","Polish edition 2007"
"Wsiąść do Pociągu: Nowy Jork","253284","8","0","0","1","0","0","0","0","0","0","0","3","","38","","","","66226412","6.54404","6.9013","1.2605","1149","16620","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2018","Polish edition"
"Wyprawa do El Dorado","217372","10","0","0","1","0","0","0","0","0","0","0","3","","67","","","","78674274","7.51352","7.70013","1.9428","121","45993","thing","The Quest for El Dorado","2","4","60","60","30","2019","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2019","Polish edition"
"Wyprawa do El Dorado: Demony Dżungli","246431","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","118640893","6.54519","7.72654","1.9714","0","8606","thing","The Quest for El Dorado: Heroes & Hexes","2","4","60","60","30","2021","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Nasza Księgarnia","Polish","2021","Polish edition"
"Wyprawa do El Dorado: Karty dodatkowe","257636","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","118929875","5.85674","7.55035","2.0833","0","2444","thing","The Quest for El Dorado: Promo Pack","2","4","60","60","30","2019","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Nasza Księgarnia","Polish","2019","Polish edition"
"Wyprawa do El Dorado: Karty dodatkowe – List polecający","350883","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","118929860","5.62566","7.85742","1.75","0","747","thing","The Quest for El Dorado: Promo Pack – Letter of Recommendation","2","4","60","60","30","2021","2,3","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Nasza Księgarnia","Polish","2021","Polish edition"
"Wyprawa do El Dorado: Karty dodatkowe – Telegram","350886","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","118929850","5.62237","7.84449","2","0","759","thing","The Quest for El Dorado: Promo Pack – Telegram","2","4","60","60","30","2022","2,3","2","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Nasza Księgarnia","Polish","2022","Polish edition"
"Wyprawa do El Dorado: Mokradła i Smoki","381446","0","0","0","1","0","0","0","0","0","0","0","3","","80","","","","118641668","5.58613","7.98483","2.3333","0","524","thing","Wyprawa do El Dorado: Mokradła i Smoki","2","4","60","60","60","2023","2,3,4","4","","","","","","","","expansion","","","","","","","","","","","","Nasza Księgarnia","Polish","2023","Polish edition"
"Wyprawa do Newdale","272682","0","0","0","1","0","0","0","0","0","0","0","3","","104","","","","92957788","6.35277","7.35479","3.029","1604","4458","thing","Expedition to Newdale","1","4","90","90","90","2020","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2020","Polish edition"
"Wyścig tytanów","175495","0","0","0","1","0","0","0","0","0","0","0","3","","9","","","","56085716","5.66503","6.06878","1.5238","6642","1946","thing","Titan Race","2","6","30","30","30","2017","3,4,5,6","6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2017","Polish edition"
"Wysokie Napięcie: Doładowana Wersja","2651","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","69139931","7.69165","7.80446","3.251","67","82801","thing","Power Grid","2","6","120","120","120","2019","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lacerta","Polish","2019","Polish third ""recharged"" edition"
"Wyspa Kwitnącej Wiśni","207336","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","78300694","6.46993","6.89484","1.9293","1310","8455","thing","Honshū","2","5","30","30","30","2017","2,3,4,5","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2017","Polish edition"
"Wyspa Skye: Druidzi","246646","0","0","0","1","0","0","0","0","0","0","0","3","","42","","","","95629881","6.19813","7.68895","2.2593","0","4915","thing","Isle of Skye: Druids","2","5","75","75","60","2019","2,3,4,5","3","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2019","Polish edition"
"Wyspa Skye: Od Lairda do Króla","176494","7","0","0","1","0","0","0","0","0","0","0","3","","0","","","","42717661","7.22513","7.39366","2.2536","274","34538","thing","Isle of Skye: From Chieftain to King","2","5","50","50","30","2016","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2016","Polish edition"
"Wyspa Skye: Wędrowiec","232226","0","0","0","1","0","0","0","0","0","0","0","3","","43","","","","95629957","6.15526","7.25939","3.1667","0","6316","thing","Isle of Skye: Journeyman","2","5","75","75","75","2018","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2018","Polish edition"
"Wyspa szamana","183643","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","76957231","5.60624","6.41892","1.1429","8503","560","thing","Jeju Island","2","4","30","30","30","2018","2,3,4","3","4+","","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2018","Polish edition"
"Wystrzałowe Katapulty","310789","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","114109742","6.14255","7.00979","1.0789","2311","4743","thing","Catapult Feud","2","2","30","30","20","2022","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames; Vesuvius Media","Polish","2022","Polish edition"
"Zaginiona wyspa Arnak","312484","0","0","0","1","0","0","0","0","0","0","0","3","","149","","","","83510763","7.89593","8.06904","2.9263","29","73679","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Czech Games Edition; Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Zaginiona wyspa Arnak: Przywódcy ekspedycji","341254","0","0","0","1","0","0","0","0","0","0","0","3","","58","","","","99150837","7.93968","8.69196","3.1131","0","29114","thing","Lost Ruins of Arnak: Expedition Leaders","1","4","120","120","30","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Czech Games Edition; Rebel Sp. z o.o.","Polish","2022","Polish edition"
"Zaginione Dziedzictwo: Gwiezdne Ostrze","188198","7.5","0","0","1","0","0","0","0","0","0","0","3","","12","","","","47769308","5.51752","6.13077","1","18557","175","thing","Zaginione Dziedzictwo: Gwiezdne Ostrze","2","4","20","20","10","2015","3,4","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Bard Centrum Gier","Polish","2015","Polish edition"
"Zaginione Dziedzictwo: Latający Ogród","158340","7.5","0","0","1","0","0","0","0","0","0","0","3","","12","","","","47769328","6.00757","6.67613","1.3231","2964","3770","thing","Lost Legacy: Flying Garden","2","4","10","10","10","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Bard Centrum Gier","Polish","2015","Polish edition"
"Zaginione Dziedzictwo: Przybysz","158339","7.5","0","0","1","0","0","0","0","0","0","0","3","","15","","","","47769301","6.09144","6.58494","1.2605","2549","5029","thing","Lost Legacy: The Starship","2","4","10","10","10","2015","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Bard Centrum Gier","Polish","2015","Polish edition"
"Zaginione Dziedzictwo: Wieża Białozłota","158341","7.5","0","0","1","0","0","0","0","0","0","0","3","","12","","","","47769304","5.52177","6.3","0","17419","190","thing","Zaginione Dziedzictwo: Wieża Białozłota","2","4","10","10","10","2015","","","","","","","","","","standalone","","","","","","","","","","","","Bard Centrum Gier","Polish","2015","Polish edition"
